abs_path,label,class_name,source,md5
/home/victor/Documents/dataset/Plantville/Potato___healthy/image (101).JPG,0,healthy,plantvillage,1805a104e0efaa1776655cdbf1980246
/home/victor/Documents/dataset/Plantville/Potato___healthy/image (347).JPG,0,healthy,plantvillage,e680a9af157d5d4caf1f072b02ec41d5
/home/victor/Documents/dataset/Plantville/Potato___Early_blight/image (836).JPG,1,early_blight,plantvillage,a79465fa2635e89b93bfb6f56b0f03d0
/home/victor/Documents/dataset/Plantville/Potato___Early_blight/image (476).JPG,1,early_blight,plantvillage,cfe2fc263b193b06bac5ab6269d74596
/home/victor/Documents/dataset/Plantville/Potato___Early_blight/image (952).JPG,1,early_blight,plantvillage,c87272064ed2f5c7646e9e6d4e309398
/home/victor/Documents/dataset/Plantville/Potato___healthy/image (262).JPG,0,healthy,plantvillage,326ab97493e7bff8225eb1c2efa0e6c5
/home/victor/Documents/dataset/Plantville/Potato___Late_blight/image (726).JPG,2,late_blight,plantvillage,2cfb15e9b5b802f0e9a3c8dca22f032b
/home/victor/Documents/dataset/Plantville/Potato___healthy/image (530).JPG,0,healthy,plantvillage,73ad624769c57f25756e66f020a80125
/home/victor/Documents/dataset/mendeley_uncontrolled_Environment/Potato___Early_blight_Fungi/IMG_20230816_122806~2.jpg,1,early_blight,mendeley_ue,bd6947d5989a6b4ffff8de73b9b679b0
/home/victor/Documents/dataset/mendeley_uncontrolled_Environment/Potato___Early_blight_Fungi/1692336759176.jpg,1,early_blight,mendeley_ue,22bd35e6e695d7313c84463d8a87a850
/home/victor/Documents/dataset/mendeley_uncontrolled_Environment/Potato___Early_blight_Fungi/IMG_9415.JPG,1,early_blight,mendeley_ue,3470d3b260a9a3373af265f5f1359cbe
/home/victor/Documents/dataset/Plantville/Potato___Early_blight/image (921).JPG,1,early_blight,plantvillage,0345ea3019b1747057daef4f24bbf454
/home/victor/Documents/dataset/Plantville/Potato___healthy/image (427).JPG,0,healthy,plantvillage,252d62fb577fdb5a3388d78b9296d73f
/home/victor/Documents/dataset/Plantville/Potato___Late_blight/image (891).JPG,2,late_blight,plantvillage,5c087f0d26e95282a00f855369233183
/home/victor/Documents/dataset/Addis/Potato_Late_Blight/Late_Blight (469).jpg,2,late_blight,tilahun,b3f685d12477eb23ff395d7c8e7e8d1f
/home/victor/Documents/dataset/mendeley_uncontrolled_Environment/Potato___Late_blight_Phytopthora/20230802_125412.jpg,2,late_blight,mendeley_ue,90213553fabb90035709ae8083fb4a81
/home/victor/Documents/dataset/Plantville/Potato___Early_blight/image (107).JPG,1,early_blight,plantvillage,94bbcf3023bb125330107af40409de65
/home/victor/Documents/dataset/mendeley_uncontrolled_Environment/Potato___Early_blight_Fungi/IMG_4672.JPG,1,early_blight,mendeley_ue,ca22c5629e136b563f77908b203ef20a
/home/victor/Documents/dataset/mendeley_uncontrolled_Environment/Potato___Early_blight_Fungi/20230802_110149.jpg,1,early_blight,mendeley_ue,7191f3bbadd0625b83c4fced165ba176
/home/victor/Documents/dataset/Plantville/Potato___Late_blight/image (714).JPG,2,late_blight,plantvillage,8f0a7e686cde3a792a95630eeba0b25f
/home/victor/Documents/dataset/Plantville/Potato___Late_blight/image (468).JPG,2,late_blight,plantvillage,94f9df692707b7246c2c6ce154897982
/home/victor/Documents/dataset/Plantville/Potato___Late_blight/image (479).JPG,2,late_blight,plantvillage,a6d2691a6ab8bfcb8f67b8ed27658e61
/home/victor/Documents/dataset/Plantville/Potato___Late_blight/image (410).JPG,2,late_blight,plantvillage,fd5a79bed1849a2e3f45d98ddd22f7af
/home/victor/Documents/dataset/Plantville/Potato___Early_blight/image (559).JPG,1,early_blight,plantvillage,e4f28de2831c52cbf97db3a44f987669
/home/victor/Documents/dataset/Plantville/Potato___Early_blight/image (560).JPG,1,early_blight,plantvillage,9b8ded153b24f0deb0942d701198b661
/home/victor/Documents/dataset/mendeley_uncontrolled_Environment/Potato___Early_blight_Fungi/IMG_9456.JPG,1,early_blight,mendeley_ue,24d090e7d7affed4e4d5a8acf4ca8200
/home/victor/Documents/dataset/Plantville/Potato___Early_blight/image (124).JPG,1,early_blight,plantvillage,96ab8624772c6085812e0cb7c8575fcd
/home/victor/Documents/dataset/Plantville/Potato___Early_blight/image (90).JPG,1,early_blight,plantvillage,122db2887838e5837f96a835e5adb43c
/home/victor/Documents/dataset/mendeley_uncontrolled_Environment/Potato___healthy/20230802_120336970.jpg,0,healthy,mendeley_ue,4f00949381a3152a4e573cb6055517bf
/home/victor/Documents/dataset/mendeley_uncontrolled_Environment/Potato___Early_blight_Fungi/20230712_160906.jpg,1,early_blight,mendeley_ue,c939d568077a9007b0169148828d41cc
/home/victor/Documents/dataset/Plantville/Potato___Early_blight/image (303).JPG,1,early_blight,plantvillage,67dd76d9fab791e06feeb951259a615e
/home/victor/Documents/dataset/Plantville/Potato___Early_blight/image (739).JPG,1,early_blight,plantvillage,4a5dfe0314640e971ae05ab3ae3c8028
/home/victor/Documents/dataset/Plantville/Potato___Late_blight/image (676).JPG,2,late_blight,plantvillage,af25034d838ba70c9fe7995c91bee8ec
/home/victor/Documents/dataset/Addis/Potato_Late_Blight/Late_Blight (511).jpg,2,late_blight,tilahun,ecbd53a55fc1df4b69da6ec455618f6f
/home/victor/Documents/dataset/mendeley_uncontrolled_Environment/Potato___healthy/20230815_114115.jpg,0,healthy,mendeley_ue,8e7709063ab11233dd5fa2d9a355efe4
/home/victor/Documents/dataset/Plantville/Potato___healthy/image (71).JPG,0,healthy,plantvillage,2edc38fa63d7fab2c70d0f9442ced841
/home/victor/Documents/dataset/Plantville/Potato___Late_blight/image (557).JPG,2,late_blight,plantvillage,b18998145a8ec0e3717f0f3182df2818
/home/victor/Documents/dataset/Plantville/Potato___healthy/image (480).JPG,0,healthy,plantvillage,71a8b5fddb2a08340eccdc22fe151aaf
/home/victor/Documents/dataset/Plantville/Potato___healthy/image (594).JPG,0,healthy,plantvillage,b64e2207f1eaf8e5eb8240df3e1f4c83
/home/victor/Documents/dataset/Plantville/Potato___Late_blight/image (910).JPG,2,late_blight,plantvillage,066663d463a7b3c58b206a3cc37d5f61
/home/victor/Documents/dataset/Plantville/Potato___Late_blight/image (18).JPG,2,late_blight,plantvillage,ebb93dbc840e718b9b1d14a205835d04
/home/victor/Documents/dataset/Plantville/Potato___healthy/image (889).JPG,0,healthy,plantvillage,d7ecb5091c17b184ca185a8de60e6d1d
/home/victor/Documents/dataset/Plantville/Potato___Late_blight/image (805).JPG,2,late_blight,plantvillage,c0d738b34575aceb7b17520b99b5957d
/home/victor/Documents/dataset/mendeley_uncontrolled_Environment/Potato___Early_blight_Fungi/IMG_0282.JPG,1,early_blight,mendeley_ue,290f0f5ad994549177a9c208df881193
/home/victor/Documents/dataset/Addis/Potato_Healthy/Healthy (476).jpg,0,healthy,tilahun,342e5f1ba02aabc2ca9415ed8c75a699
/home/victor/Documents/dataset/Addis/Potato_Healthy/Healthy (252).jpg,0,healthy,tilahun,cd69c1a3ebbd2248decb6a9e579892fb
/home/victor/Documents/dataset/Plantville/Potato___Early_blight/image (587).JPG,1,early_blight,plantvillage,ef423f02045f796d61b7ed9a2ad5f3a1
/home/victor/Documents/dataset/mendeley_uncontrolled_Environment/Potato___Early_blight_Fungi/20230815_152017.jpg,1,early_blight,mendeley_ue,c74e3cf286017111f7a7b78bff96f0e3
/home/victor/Documents/dataset/mendeley_uncontrolled_Environment/Potato___Early_blight_Fungi/IMG_9470.JPG,1,early_blight,mendeley_ue,8408bae788e72e34119970ab978a79e4
/home/victor/Documents/dataset/Addis/Potato_Late_Blight/Late_Blight (454).jpg,2,late_blight,tilahun,95ec0bacb62d55c1fc11d8d65817661b
/home/victor/Documents/dataset/mendeley_uncontrolled_Environment/Potato___Late_blight_Phytopthora/IMG_20230816_075617.jpg,2,late_blight,mendeley_ue,910e1338fc37a16df2e39e1339ae172f
/home/victor/Documents/dataset/GerardoQuizhpe/Potato___Late_blight/IMG_20240731_160814_497_Tizón Tardio_261.jpg,2,late_blight,quizhpe,687afb29a28fd5cc2f77b976325a3e43
/home/victor/Documents/dataset/mendeley_uncontrolled_Environment/Potato___healthy/20230712_144356.jpg,0,healthy,mendeley_ue,8d4c7222475930842c54d83f056f2001
/home/victor/Documents/dataset/Plantville/Potato___Late_blight/image (433).JPG,2,late_blight,plantvillage,db1accc65f6e7bbe5a91c10c588c5f24
/home/victor/Documents/dataset/Plantville/Potato___Early_blight/image (955).JPG,1,early_blight,plantvillage,4d8483f70132457ae2789a522cfe51b7
/home/victor/Documents/dataset/Plantville/Potato___Late_blight/image (919).JPG,2,late_blight,plantvillage,bcf149c8304e7f9d4724151d91fd65fa
/home/victor/Documents/dataset/Plantville/Potato___Late_blight/image (80).JPG,2,late_blight,plantvillage,7529452d5101f2df7df597d2b9b6130d
/home/victor/Documents/dataset/mendeley_uncontrolled_Environment/Potato___Early_blight_Fungi/IMG_20230815_113227~2.jpg,1,early_blight,mendeley_ue,45d6c4da00d347e7570d626a790bb91c
/home/victor/Documents/dataset/Plantville/Potato___Early_blight/image (341).JPG,1,early_blight,plantvillage,85e17a5e2b1780c88bd6865bebc3130d
/home/victor/Documents/dataset/Plantville/Potato___Late_blight/image (824).JPG,2,late_blight,plantvillage,d30ed125131f38e254709363267a50bc
/home/victor/Documents/dataset/Plantville/Potato___Late_blight/image (868).JPG,2,late_blight,plantvillage,0f48ad145816882d17e133e32981a472
/home/victor/Documents/dataset/mendeley_uncontrolled_Environment/Potato___Early_blight_Fungi/IMG_20230816_121903.jpg,1,early_blight,mendeley_ue,973dfa8d14716cc7489e92abf740742a
/home/victor/Documents/dataset/Plantville/Potato___healthy/image (816).JPG,0,healthy,plantvillage,3bf8be541f43d7a9bef899bcc39e1f81
/home/victor/Documents/dataset/Plantville/Potato___healthy/image (336).JPG,0,healthy,plantvillage,b1778551496e0b60505ade01a1eb664c
/home/victor/Documents/dataset/Plantville/Potato___healthy/image (361).JPG,0,healthy,plantvillage,f5a16db5634082f1c0822cbc823383c1
/home/victor/Documents/dataset/GerardoQuizhpe/Potato___healthy/IMG_20240613_150639_369_Sana_25.jpg,0,healthy,quizhpe,4f620bd9534c30b461cbb0d762704370
/home/victor/Documents/dataset/GerardoQuizhpe/Potato___Late_blight/IMG_20240731_161552_979_Tizón Tardio_228.jpg,2,late_blight,quizhpe,376bec003f0182824e547832bb303d47
/home/victor/Documents/dataset/mendeley_uncontrolled_Environment/Potato___Early_blight_Fungi/IMG_20230816_122345~2.jpg,1,early_blight,mendeley_ue,afefb4d78ccbb8aca148893d3b6db848
/home/victor/Documents/dataset/Addis/Potato_Healthy/Healthy (246).jpg,0,healthy,tilahun,f6e92587433806c1416763c1b5163dd0
/home/victor/Documents/dataset/Plantville/Potato___healthy/image (719).JPG,0,healthy,plantvillage,e6938d3cc28bdae9d476820ac42fd48b
/home/victor/Documents/dataset/Plantville/Potato___healthy/image (349).JPG,0,healthy,plantvillage,127dc67fb9b8d38802ac69c24f4983f8
/home/victor/Documents/dataset/Plantville/Potato___Early_blight/image (953).JPG,1,early_blight,plantvillage,5cbe86cbc687f5616d428bd1efad112f
/home/victor/Documents/dataset/Plantville/Potato___Late_blight/image (465).JPG,2,late_blight,plantvillage,e626bb5eb66c49a62d96984ff0b97230
/home/victor/Documents/dataset/Plantville/Potato___Late_blight/image (123).JPG,2,late_blight,plantvillage,14ece718003cc27ab5e411ecde64e1fd
/home/victor/Documents/dataset/Plantville/Potato___Late_blight/image (199).JPG,2,late_blight,plantvillage,244a6f7a6202aeb4da3a4dad0ce1b917
/home/victor/Documents/dataset/mendeley_uncontrolled_Environment/Potato___Early_blight_Fungi/20230802_111326036.jpg,1,early_blight,mendeley_ue,124cd9b03245a6b602a921f52aa92cf7
/home/victor/Documents/dataset/Plantville/Potato___Early_blight/image (697).JPG,1,early_blight,plantvillage,0da3848b63275341e5e0e793623a1a9b
/home/victor/Documents/dataset/mendeley_uncontrolled_Environment/Potato___Early_blight_Fungi/IMG_0129.JPG,1,early_blight,mendeley_ue,11b00183ae6d7238e4e7a60133ca1761
/home/victor/Documents/dataset/Plantville/Potato___Early_blight/image (916).JPG,1,early_blight,plantvillage,8fce67784d5c6837ad6678d2dcb2d19a
/home/victor/Documents/dataset/mendeley_uncontrolled_Environment/Potato___Early_blight_Fungi/1692335403690.jpg,1,early_blight,mendeley_ue,918fb45137e73b6f492609b67d7a56c1
/home/victor/Documents/dataset/Plantville/Potato___Late_blight/image (261).JPG,2,late_blight,plantvillage,51089f8f79f2e58cfa90cd4b965653d3
/home/victor/Documents/dataset/mendeley_uncontrolled_Environment/Potato___Early_blight_Fungi/1692334247234.jpg,1,early_blight,mendeley_ue,bd2084cbf390c1e51e7c571e4d03077f
/home/victor/Documents/dataset/Plantville/Potato___healthy/image (531).JPG,0,healthy,plantvillage,f036222c6def676f1f18543d328cd855
/home/victor/Documents/dataset/mendeley_uncontrolled_Environment/Potato___healthy/20230816_121147.jpg,0,healthy,mendeley_ue,376250288be31ee6056adfaf2e881c83
/home/victor/Documents/dataset/Plantville/Potato___healthy/image (629).JPG,0,healthy,plantvillage,21b8477bcbdc9076b043a55186e080e0
/home/victor/Documents/dataset/Plantville/Potato___healthy/image (4).JPG,0,healthy,plantvillage,68a9846d8cc6a963a1ef2a93e1d952c9
/home/victor/Documents/dataset/GerardoQuizhpe/Potato___Late_blight/IMG_20240806_154840_335_Tizón Tardio_73.jpg,2,late_blight,quizhpe,851deb5fad1fab4f116f83d198ce5a32
/home/victor/Documents/dataset/Plantville/Potato___Early_blight/image (460).JPG,1,early_blight,plantvillage,e042e6fb1beb0505a56d45990419a960
/home/victor/Documents/dataset/mendeley_uncontrolled_Environment/Potato___healthy/20230712_131035.jpg,0,healthy,mendeley_ue,fd134743abe1e9b33322fd495c0dc6a8
/home/victor/Documents/dataset/Plantville/Potato___Late_blight/image (434).JPG,2,late_blight,plantvillage,cf91182f8b711666754e497f85884551
/home/victor/Documents/dataset/GerardoQuizhpe/Potato___Late_blight/IMG_20240731_161654_687_Tizón Tardio_219.jpg,2,late_blight,quizhpe,1b899591ee45a44902a6d3b74958db0f
/home/victor/Documents/dataset/mendeley_uncontrolled_Environment/Potato___Early_blight_Fungi/20230712_120457.jpg,1,early_blight,mendeley_ue,359c74cf406ab726590716fdaddc25a2
/home/victor/Documents/dataset/Plantville/Potato___healthy/image (533).JPG,0,healthy,plantvillage,f56168f4de048c54396d87052bb56d23
/home/victor/Documents/dataset/Plantville/Potato___healthy/image (318).JPG,0,healthy,plantvillage,42a515cf90493ee85e7d249859b0f25f
/home/victor/Documents/dataset/Plantville/Potato___healthy/image (151).JPG,0,healthy,plantvillage,0958543da291e8f87586590c55cea3df
/home/victor/Documents/dataset/Plantville/Potato___Late_blight/image (863).JPG,2,late_blight,plantvillage,464762202c621e0ea5465d37df36f2e8
/home/victor/Documents/dataset/mendeley_uncontrolled_Environment/Potato___Late_blight_Phytopthora/IMG_0296 - Copy.JPG,2,late_blight,mendeley_ue,b121eaf8c1827bc4e37e3ef570f35183
/home/victor/Documents/dataset/mendeley_uncontrolled_Environment/Potato___Early_blight_Fungi/20230816_120933.jpg,1,early_blight,mendeley_ue,eb6d6a2edadc61b69042055cdbccfcad
/home/victor/Documents/dataset/Plantville/Potato___healthy/image (636).JPG,0,healthy,plantvillage,9b326b3f2935a0cc7f0db9d5257830b9
/home/victor/Documents/dataset/Plantville/Potato___healthy/image (566).JPG,0,healthy,plantvillage,439919bbf84450158c67e0daa0d16df9
/home/victor/Documents/dataset/Plantville/Potato___Late_blight/image (671).JPG,2,late_blight,plantvillage,c9a3692bcd4e0d74c1f2aadfbc2f731d
/home/victor/Documents/dataset/Plantville/Potato___healthy/image (34).JPG,0,healthy,plantvillage,96c26a15e1e11a259aa00c63ea96108c
/home/victor/Documents/dataset/mendeley_uncontrolled_Environment/Potato___healthy/20230712_131524.jpg,0,healthy,mendeley_ue,26e1ee85870036c1183e66ca2b835520
/home/victor/Documents/dataset/Plantville/Potato___Late_blight/image (630).JPG,2,late_blight,plantvillage,f3198a8f6325282967d0541e97ff21e3
/home/victor/Documents/dataset/mendeley_uncontrolled_Environment/Potato___Early_blight_Fungi/IMG_0227.JPG,1,early_blight,mendeley_ue,3365202906c21f820d7815eb765eaa10
/home/victor/Documents/dataset/Addis/Potato_Healthy/Healthy (256).jpg,0,healthy,tilahun,f20608b5d7148c00bdef6d70eb5ac057
/home/victor/Documents/dataset/Plantville/Potato___healthy/image (888).JPG,0,healthy,plantvillage,2645d01928feea2e2a0808d9d8e10ea6
/home/victor/Documents/dataset/Plantville/Potato___Late_blight/image (595).JPG,2,late_blight,plantvillage,8b1bd3a75f279f95076ed3064476d25e
/home/victor/Documents/dataset/Plantville/Potato___Early_blight/image (634).JPG,1,early_blight,plantvillage,2db571b73cda06a0f381789dc5d4c2e1
/home/victor/Documents/dataset/Plantville/Potato___Early_blight/image (190).JPG,1,early_blight,plantvillage,faafd55c0ca18ce54c241629f71d9bfc
/home/victor/Documents/dataset/Plantville/Potato___healthy/image (168).JPG,0,healthy,plantvillage,7ec1e3f62b535ad0c54ad005495c214c
/home/victor/Documents/dataset/Plantville/Potato___Early_blight/image (885).JPG,1,early_blight,plantvillage,a94028ff314b4ff11d843030d35fd401
/home/victor/Documents/dataset/GerardoQuizhpe/Potato___Late_blight/IMG_20240806_153751_312_Tizón Tardio_117.jpg,2,late_blight,quizhpe,15771605a2cb0c4b8bfae6a82de862c9
/home/victor/Documents/dataset/mendeley_uncontrolled_Environment/Potato___Early_blight_Fungi/IMG_0291.JPG,1,early_blight,mendeley_ue,e864e814470a5b8e4c1eecf87c2b429d
/home/victor/Documents/dataset/Addis/Potato_Healthy/Healthy (214).jpg,0,healthy,tilahun,e192dd1df5ea1fd13fc22fc8236f8e4e
/home/victor/Documents/dataset/Plantville/Potato___Early_blight/image (23).JPG,1,early_blight,plantvillage,29bc72eefbea93e9468691f7590c7b2a
/home/victor/Documents/dataset/Plantville/Potato___Early_blight/image (816).JPG,1,early_blight,plantvillage,e644b180b400c0a910570ee517a7126b
/home/victor/Documents/dataset/Plantville/Potato___Early_blight/image (497).JPG,1,early_blight,plantvillage,07ce05f5a3b4513f81cbddbd04310de7
/home/victor/Documents/dataset/Plantville/Potato___Early_blight/image (567).JPG,1,early_blight,plantvillage,429dceb5dbba1caeb81a4971829a6bc7
/home/victor/Documents/dataset/Plantville/Potato___Early_blight/image (611).JPG,1,early_blight,plantvillage,1c49b113ca992388bc711d241a0e612e
/home/victor/Documents/dataset/Plantville/Potato___healthy/image (215).JPG,0,healthy,plantvillage,8dcbd450816d65c00f028c9f88d60a70
/home/victor/Documents/dataset/mendeley_uncontrolled_Environment/Potato___Early_blight_Fungi/IMG_0790.JPG,1,early_blight,mendeley_ue,45b566191bcaefc80f26377e8a20e4f1
/home/victor/Documents/dataset/Plantville/Potato___healthy/image (391).JPG,0,healthy,plantvillage,63df1c69766379563c7e67da99d3316e
/home/victor/Documents/dataset/Addis/Potato_Healthy/Healthy (218).jpg,0,healthy,tilahun,666c21951b81dfbca54927dca05eae2b
/home/victor/Documents/dataset/GerardoQuizhpe/Potato___Late_blight/IMG_20240731_162347_456_Tizón Tardio_168.jpg,2,late_blight,quizhpe,7071570e19d9794f030c4174af0f8287
/home/victor/Documents/dataset/Plantville/Potato___Late_blight/image (38).JPG,2,late_blight,plantvillage,1d3b5aa9f9a5ea58661de15dec5cd0d8
/home/victor/Documents/dataset/Plantville/Potato___Early_blight/image (397).JPG,1,early_blight,plantvillage,873910e8c7a4f6711cdfbfb88d8bd942
/home/victor/Documents/dataset/Plantville/Potato___Late_blight/image (167).JPG,2,late_blight,plantvillage,f8d4edff803e745e15639dcd98d7566a
/home/victor/Documents/dataset/Plantville/Potato___healthy/image (859).JPG,0,healthy,plantvillage,83bd64fd07e7c878327543c35a1030e3
/home/victor/Documents/dataset/Plantville/Potato___Late_blight/image (20).JPG,2,late_blight,plantvillage,c949fef2379603bb7cdc751519b48b4d
/home/victor/Documents/dataset/Plantville/Potato___healthy/image (291).JPG,0,healthy,plantvillage,35126d00807f96d8cd19cbf04a0df1b6
/home/victor/Documents/dataset/mendeley_uncontrolled_Environment/Potato___Early_blight_Fungi/20230802_111351.jpg,1,early_blight,mendeley_ue,180244c35fc75ed70a8bcc717e248159
/home/victor/Documents/dataset/Plantville/Potato___healthy/image (341).JPG,0,healthy,plantvillage,1214711cf2b799829c31beb271bad5ff
/home/victor/Documents/dataset/Plantville/Potato___healthy/image (400).JPG,0,healthy,plantvillage,11ebb9f96d853bec427ea2aa28ced091
/home/victor/Documents/dataset/mendeley_uncontrolled_Environment/Potato___Early_blight_Fungi/20230802_112040679.jpg,1,early_blight,mendeley_ue,d34a6c816fb57b7532cabc422859989f
/home/victor/Documents/dataset/Plantville/Potato___Early_blight/image (446).JPG,1,early_blight,plantvillage,6b9d0e77c63a55631188931b8dc5e381
/home/victor/Documents/dataset/Plantville/Potato___Late_blight/image (529).JPG,2,late_blight,plantvillage,3ddf13726ba0225c9015ace96d1a2ed8
/home/victor/Documents/dataset/GerardoQuizhpe/Potato___Late_blight/IMG_20240731_162102_356_Tizón Tardio_189.jpg,2,late_blight,quizhpe,61667f8a9e673dfeb3a7960550aa340e
/home/victor/Documents/dataset/Plantville/Potato___Early_blight/image (488).JPG,1,early_blight,plantvillage,7fc1d4c118a768ef7e620070dd5a0332
/home/victor/Documents/dataset/Addis/Potato_Healthy/Healthy (350).jpg,0,healthy,tilahun,be533121551faa8d02100fc0becc9602
/home/victor/Documents/dataset/GerardoQuizhpe/Potato___Late_blight/IMG_20240806_160844_534_Tizón Tardio_1.jpg,2,late_blight,quizhpe,587ca375789987a913e7a5b0634c7a14
/home/victor/Documents/dataset/GerardoQuizhpe/Potato___Late_blight/IMG_20240806_154319_970_Tizón Tardio_95.jpg,2,late_blight,quizhpe,f8d93ff972f278378c02530161c54c1d
/home/victor/Documents/dataset/Plantville/Potato___Early_blight/image (279).JPG,1,early_blight,plantvillage,80d5e041ba05635dcb93ce2d0b3e5ade
/home/victor/Documents/dataset/Plantville/Potato___Late_blight/image (74).JPG,2,late_blight,plantvillage,06c160094aa15cd6eb4ee6971ae449ef
/home/victor/Documents/dataset/Plantville/Potato___Early_blight/image (606).JPG,1,early_blight,plantvillage,b66e86a42caa31b754b6303afd262658
/home/victor/Documents/dataset/Plantville/Potato___Early_blight/image (356).JPG,1,early_blight,plantvillage,081708d62b82abdf5a82c9c7d5e3c789
/home/victor/Documents/dataset/Plantville/Potato___Early_blight/image (189).JPG,1,early_blight,plantvillage,c9c7112af2a1a6df78c6385b589ae892
/home/victor/Documents/dataset/Plantville/Potato___Late_blight/image (986).JPG,2,late_blight,plantvillage,fac4d81b9fba3042956dc94925a78dc6
/home/victor/Documents/dataset/mendeley_uncontrolled_Environment/Potato___Early_blight_Fungi/20230802_105327.jpg,1,early_blight,mendeley_ue,5015827eb268f15c23e044f6fd484daa
/home/victor/Documents/dataset/Plantville/Potato___Late_blight/image (435).JPG,2,late_blight,plantvillage,822860c368a788b23b00039b02af691b
/home/victor/Documents/dataset/Plantville/Potato___Late_blight/image (92).JPG,2,late_blight,plantvillage,3c928e9d61825ca65ed07ebe6292731a
/home/victor/Documents/dataset/Plantville/Potato___Late_blight/image (286).JPG,2,late_blight,plantvillage,31399ce5c938ee2ccc0605058ee6a5d8
/home/victor/Documents/dataset/Plantville/Potato___Early_blight/image (653).JPG,1,early_blight,plantvillage,9a38a274afb2fb1d527862d6f9ade333
/home/victor/Documents/dataset/Plantville/Potato___Late_blight/image (357).JPG,2,late_blight,plantvillage,6add958c0f506126b879ef2e400de043
/home/victor/Documents/dataset/Addis/Potato_Late_Blight/Late_Blight (502).jpg,2,late_blight,tilahun,ffbdd9a9010bec397003eccd1aa4106a
/home/victor/Documents/dataset/Plantville/Potato___Late_blight/image (749).JPG,2,late_blight,plantvillage,e8a0b38140cf0670c7180960a0505f33
/home/victor/Documents/dataset/Plantville/Potato___Late_blight/image (407).JPG,2,late_blight,plantvillage,227f140f1488f92ee222df5a79feaca3
/home/victor/Documents/dataset/Addis/Potato_Healthy/Healthy (238).jpg,0,healthy,tilahun,14b881762c44ac1f8c842e7d3c8df51f
/home/victor/Documents/dataset/mendeley_uncontrolled_Environment/Potato___Early_blight_Fungi/IMG_0147.JPG,1,early_blight,mendeley_ue,1767f42bebb8715324b3398813e7cc59
/home/victor/Documents/dataset/Plantville/Potato___Late_blight/image (640).JPG,2,late_blight,plantvillage,63dce28aae8e4c5c0c051d5ea728f18a
/home/victor/Documents/dataset/Plantville/Potato___healthy/image (702).JPG,0,healthy,plantvillage,b05cfed9a8b8af5c563741b8370ef53b
/home/victor/Documents/dataset/mendeley_uncontrolled_Environment/Potato___Late_blight_Phytopthora/20230802_123555.jpg,2,late_blight,mendeley_ue,769be01b28686a3b61a46f88c4118073
/home/victor/Documents/dataset/mendeley_uncontrolled_Environment/Potato___healthy/20230802_105306832.jpg,0,healthy,mendeley_ue,03180c5367b3aac52247afb9cda51709
/home/victor/Documents/dataset/Plantville/Potato___healthy/image (383).JPG,0,healthy,plantvillage,5f83c740912a8c3c7e7fa7f8f4475e2a
/home/victor/Documents/dataset/Plantville/Potato___Late_blight/image (95).JPG,2,late_blight,plantvillage,c4f23f39ebba19938a48eff721412754
/home/victor/Documents/dataset/Plantville/Potato___Early_blight/image (645).JPG,1,early_blight,plantvillage,06d683dbf911bd76bafe428021d543a4
/home/victor/Documents/dataset/Plantville/Potato___Late_blight/image (485).JPG,2,late_blight,plantvillage,3ec762c6875e777c1f0c016349f4ec65
/home/victor/Documents/dataset/Plantville/Potato___Late_blight/image (779).JPG,2,late_blight,plantvillage,f70ad326316f91950fbb53ab32b02af2
/home/victor/Documents/dataset/Addis/Potato_Healthy/Healthy (4).jpg,0,healthy,tilahun,a996dfec8c86a4f13ffb324c878fcd23
/home/victor/Documents/dataset/Plantville/Potato___Early_blight/image (528).JPG,1,early_blight,plantvillage,9106ff7d7b761407d73a6095acd9031a
/home/victor/Documents/dataset/Plantville/Potato___Late_blight/image (525).JPG,2,late_blight,plantvillage,7bafa5fd173b182468c1ebdd6f774ffe
/home/victor/Documents/dataset/Addis/Potato_Healthy/Healthy (338).jpg,0,healthy,tilahun,b035fbec6385775a6a4db60fa942cc22
/home/victor/Documents/dataset/mendeley_uncontrolled_Environment/Potato___Late_blight_Phytopthora/20230802_125533.jpg,2,late_blight,mendeley_ue,f194e82c4b3814d55691b57294d28589
/home/victor/Documents/dataset/Plantville/Potato___healthy/image (357).JPG,0,healthy,plantvillage,07a91998245eb33a5dee4b20eb43f81f
/home/victor/Documents/dataset/mendeley_uncontrolled_Environment/Potato___Early_blight_Fungi/IMG_0163.JPG,1,early_blight,mendeley_ue,a38c22fd671ff500f713b57009f1c17b
/home/victor/Documents/dataset/Plantville/Potato___healthy/image (226).JPG,0,healthy,plantvillage,175489b24729eed73b9dcb06fabf540e
/home/victor/Documents/dataset/Plantville/Potato___healthy/image (223).JPG,0,healthy,plantvillage,fd454b7918378c4eb293375dba363200
/home/victor/Documents/dataset/Plantville/Potato___healthy/image (771).JPG,0,healthy,plantvillage,bb85926f2d5289dccba34771f89e421c
/home/victor/Documents/dataset/mendeley_uncontrolled_Environment/Potato___Early_blight_Fungi/IMG_0266.JPG,1,early_blight,mendeley_ue,582cbb24b48094eb77dc594a8fd993be
/home/victor/Documents/dataset/mendeley_uncontrolled_Environment/Potato___Early_blight_Fungi/20230712_123313.jpg,1,early_blight,mendeley_ue,6a4a663244db8e7f0d10afedb11c7b05
/home/victor/Documents/dataset/Plantville/Potato___healthy/image (449).JPG,0,healthy,plantvillage,bfb9cc68ca41ff23a337be68bcf85bb0
